,Count,Name,Company ID,Last Modified Date,Total Revenue,Postal Code,Last Touch Converting Campaign,First Touch Converting Campaign,Recent Deal Close Date,Number of Pageviews,Number of Employees,Time of Last Session,Time of First Session,Close Date,Associated Deals,Last Logged Call Date,Recent Deal Amount,Number of times contacted,First Conversion Date,Last Open Task Date,First Deal Created Date,Number of Form Submissions,Create Date,Month Create Date,Date of last meeting booked in meetings tool,Number of Sessions,Last Sales Activity Date,Last Activity Date,Next Activity Date,Owner Assigned Date,Total Money Raised,Associated Contacts,Recent Conversion Date,Original Source Data 2,Last Booked Meeting Date,Last Contacted,First Contact Create Date,Time Last Seen,Time First Seen,Year Founded,Days to Close,Annual Revenue,Number of open deals,Time Zone,,,,,,
1475,1,Gryphon Technologies,4130157472,11/26/2020 10:08,,20003,,,,0,1000,,,,,,,,,,,,7/7/2020,20-Jul,,0,,,,,,0,,CRM_UI,,,7/7/2020 13:59,,7/7/2020 13:59,1995,,250000000,,-5,,,,,,
2690,1,Merrick & Company,4071933330,11/27/2020 1:13,,80111,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1955,,250000000,,-7,,,,,,
2436,1,ERC,4071933321,11/30/2020 7:46,,35806,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,2,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1988,,250000000,,-6,,,,,,
1449,1,MCR LLC,4071923835,6/26/2020 12:06,,22102,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1977,,250000000,,-5,,,,,,
1435,1,GeoLogics Corporation,4071914570,10/13/2020 16:03,,22312,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1989,,250000000,,-5,,,,,,
2687,1,International Cooling Tower,4071914558,11/6/2020 6:23,,T6N 1C7,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,3,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1958,,250000000,,-7,,,,,,
2427,1,Radiance Technologies,4071914553,11/29/2020 2:17,,35805,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1999,,250000000,,-6,,,,,,
3800,1,LinQuest Corporation,4071914551,11/29/2020 2:52,,90056,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,4,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,2003,,250000000,,-8,,,,,,
1422,1,Gryphon Technologies,4071914548,11/9/2020 7:01,,20003,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1995,,250000000,,-5,,,,,,
1412,1,E3 Federal Solutions,4071899538,11/22/2020 22:20,,22102,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,2004,,250000000,,-5,,,,,,
4395,1,Xator Corporation,4071899529,11/29/2020 19:44,,20191,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,2005,,250000000,,,,,,,,
1380,1,Modern Technology Solutions,4071893706,11/28/2020 1:33,,22312,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1993,,250000000,,-5,,,,,,
1373,1,Noblis,4071870644,10/23/2020 4:00,,20191,,,,0,1000,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1996,,250000000,,-5,,,,,,
4381,1,View,3973914317,11/27/2020 1:42,,95035,,,,0,1000,,,,,,,2,,,,,6/8/2020,20-Jun,,0,,6/8/2020 14:16,,6/8/2020 13:58,,2,,EMAIL_INTEGRATION,,6/8/2020 14:16,6/8/2020 13:57,,6/8/2020 13:57,2006,,250000000,,,,,,,,
1271,1,Perella Weinberg Partners,3866219479,9/20/2020 12:26,,10153,,,,0,1000,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 18:52,,1,,9260352,,,5/13/2020 18:47,,5/13/2020 18:47,2006,,250000000,0,-5,,,,,,
1269,1,PSP Investments,3866219476,8/18/2020 21:52,,H3G 1T6,,,,0,1000,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 18:52,,1,,9260352,,,5/13/2020 18:47,,5/13/2020 18:47,1999,,250000000,0,-5,,,,,,
1263,1,Bain Capital,3866219466,7/4/2020 11:11,,2116,,,,0,1000,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 18:52,,1,,9260352,,,5/13/2020 18:47,,5/13/2020 18:47,1984,,250000000,0,-5,,,,,,
2353,1,GCM Grosvenor,3866212949,10/24/2020 1:59,,60611,,,,0,1000,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 18:52,,1,,9260352,,,5/13/2020 18:47,,5/13/2020 18:47,1971,,250000000,0,-6,,,,,,
3719,1,Redondo Beach Unified School District,3861895362,10/18/2020 13:05,,90278,,,,0,1000,,,,,,,,,,,,5/12/2020,20-May,,0,,,,5/12/2020 19:13,,0,,9243193,,,5/12/2020 19:12,,5/12/2020 19:12,1993,,250000000,0,-8,,,,,,
1123,1,Xpanxion,3860049113,8/20/2020 12:24,,30022,,,,0,1000,,,,,,,,,,,,5/12/2020,20-May,,0,,,,5/12/2020 11:36,,1,,CRM_UI,,,5/12/2020 11:36,,5/12/2020 11:36,1997,,250000000,0,-5,,,,,,
2271,1,TOA,3795033669,9/15/2020 11:46,,37209,,,,0,1000,,,,,,,,,,,,4/29/2020,20-Apr,,0,,,,8/20/2020 12:29,,3,,9071097,,,4/29/2020 15:27,,4/29/2020 15:27,1924,,250000000,0,-6,,,,,,
2268,1,Fast Pace Urgent Care,3795033662,9/21/2020 16:06,,38485,,,,0,1000,,,,,,,,,,,,4/29/2020,20-Apr,,0,,,,8/20/2020 12:29,,3,,9071097,,,4/29/2020 15:27,,4/29/2020 15:27,2009,,250000000,0,-6,,,,,,
1092,1,hc tec,3795026795,11/25/2020 0:20,,37027,,,,0,1000,,,,,,,,,,,,4/29/2020,20-Apr,,0,,,,8/20/2020 12:29,,6,,9071097,,,4/29/2020 15:27,,4/29/2020 15:27,2010,,250000000,0,-5,,,,,,
2264,1,Premier Health,3795026792,9/21/2020 12:11,,70809,,,,0,1000,,,,,,,,,,,,4/29/2020,20-Apr,,0,,,,8/20/2020 12:29,,3,,9071097,,,4/29/2020 15:27,,4/29/2020 15:27,1991,,250000000,0,-6,,,,,,
2258,1,Heritage Medical Associates,3795021587,11/20/2020 18:05,,37203,,,,0,1000,,,,,,,,,,,,4/29/2020,20-Apr,,0,,,,8/20/2020 12:29,"$2,300,000 ",5,,9071097,,,4/29/2020 15:27,,4/29/2020 15:27,1991,,250000000,0,-6,,,,,,
1077,1,The State Group Inc.,3748197452,10/20/2020 1:36,,L4V 1R5,,,,0,1000,,,,,,,,,,,,4/30/2020,20-Apr,,0,,,,,,0,,9089267,,,4/30/2020 16:08,,4/30/2020 16:08,1961,,250000000,0,-5,,,,,,
80,1,DICE,3546216910,10/20/2020 1:14,,11645,,,,0,1000,,,,,,,1,,,,,4/27/2020,20-Apr,,0,8/10/2020 18:55,8/10/2020 15:07,,4/27/2020 15:26,,1,,9036084,,8/10/2020 15:07,4/27/2020 15:25,,4/27/2020 15:25,1995,,250000000,0,1,,,,,,
1059,1,Cerberus Capital Management,3429796525,5/29/2020 10:52,,10022,,,,0,1000,,,,,,,,,,,,4/24/2020,20-Apr,,0,,,,4/24/2020 19:06,,1,,9011296,,,4/24/2020 18:13,,4/24/2020 18:13,1992,,250000000,0,-5,,,,,,
3513,1,Blue Jeans,3413321765,9/22/2020 2:48,,94043,,,,0,1000,,,,,,,,,,,,4/23/2020,20-Apr,,0,,,,4/23/2020 10:54,"$175,000,000 ",1,,8988040,,,4/23/2020 10:53,,4/23/2020 10:53,2009,,250000000,0,-8,,,,,,
3470,1,Machine Zone,3333920080,11/27/2020 13:52,,94085,,,,0,1000,,,,,,,,,,,,4/7/2020,20-Apr,,0,,,,4/7/2020 18:46,,1,,8790824,,,4/7/2020 18:45,,4/7/2020 18:45,2008,,250000000,0,-8,,,,,,
3464,1,"Playdom, Inc",3332868995,10/14/2020 6:37,,94306,,,,0,1000,,,,,,,,,,,,4/7/2020,20-Apr,,0,,,,4/7/2020 18:46,,1,,8790824,,,4/7/2020 18:45,,4/7/2020 18:45,2008,,250000000,0,-8,,,,,,
976,1,Highlights For Children,3326288970,8/20/2020 12:24,,43215,,,,0,1000,,,,,,,,,,,,4/6/2020,20-Apr,,0,,,,4/6/2020 15:28,,1,,8771587,,,4/6/2020 15:26,,4/6/2020 15:26,1946,,250000000,0,-5,,,,,,
2178,1,GSD&M,3326279661,10/15/2020 5:47,,78703,,,,0,1000,,,,,,,,,,,,4/6/2020,20-Apr,,0,,,,4/6/2020 15:28,,1,,8771587,,,4/6/2020 15:26,,4/6/2020 15:26,1971,,250000000,0,-6,,,,,,
2173,1,Wolfram,3326251305,9/22/2020 13:59,,61820,,,,0,1000,,,,,,,,,,,,4/6/2020,20-Apr,,0,,,,4/6/2020 15:28,,1,,8771587,,,4/6/2020 15:26,,4/6/2020 15:26,1987,,250000000,0,-6,,,,,,
2172,1,Washburn University,3326242772,8/20/2020 12:24,,66621,,,,0,1000,,,,,,,,,,,,4/6/2020,20-Apr,,0,,,,4/6/2020 15:28,,1,,8771587,,,4/6/2020 15:26,,4/6/2020 15:26,1865,,250000000,0,-6,,,,,,
948,1,OneTrust,3309789164,11/13/2020 14:50,,30328,,,,0,1000,,,,,,,,,,,,4/2/2020,20-Apr,,0,,,,4/2/2020 18:38,,1,,11840632,,,11/13/2020 14:50,,11/13/2020 14:50,2016,,250000000,0,-5,,,,,,
2139,1,Snap Kitchen,3291603384,11/30/2020 5:13,,78758,,,,0,1000,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 21:53,"$34,500,000 ",1,,8686004,,,3/30/2020 21:51,,3/30/2020 21:51,2010,,250000000,0,-6,,,,,,
904,1,Amplify Education,3291578583,10/23/2020 0:06,,11201,,,,0,1000,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 21:34,,2,,8685905,,,3/30/2020 21:33,,3/30/2020 21:33,2000,,250000000,0,-5,,,,,,
3408,1,Bungie,3286842916,8/20/2020 12:24,,98004,,,,0,1000,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 12:02,"$100,000,000 ",1,,8678106,,,3/30/2020 11:54,,3/30/2020 11:54,1991,,250000000,0,-8,,,,,,
876,1,iCrossing,3286824275,9/16/2020 1:14,,10019,,,,0,1000,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 12:02,"$108,000,000 ",1,,8678106,,,3/30/2020 11:54,,3/30/2020 11:54,1998,,250000000,0,-5,,,,,,
854,1,XLHealth,3285642804,10/22/2020 3:40,,21201,,,,0,1000,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,8/20/2020 12:29,,1,,8675687,,,3/30/2020 9:44,,3/30/2020 9:44,1997,,250000000,0,-5,,,,,,
2091,1,Brunswick,3023625627,11/18/2020 9:17,,10014,,,,0,1000,,,,,,,,,,,,2/17/2020,20-Feb,,0,,,,2/17/2020 17:28,,1,,8181192,,,2/17/2020 17:26,,2/17/2020 17:26,1987,,250000000,0,-6,,,,,,
831,1,Geller & Company,3023612203,5/11/2020 11:42,,10022,,,,0,1000,,,,,,,,,,,,2/17/2020,20-Feb,,0,,,,2/17/2020 17:27,,1,,8181192,,,2/17/2020 17:26,,2/17/2020 17:26,1984,,250000000,0,-5,,,,,,
3300,1,Western Asset Management Company,2874637359,10/23/2020 1:23,,91101,,,,0,1000,,,,,,,,,,,,1/22/2020,20-Jan,,0,,,,1/22/2020 17:21,,1,,7900868,,,1/22/2020 17:20,,1/22/2020 17:20,1971,,250000000,0,-8,,,,,,
737,1,JR Automation,2606316736,5/11/2020 12:25,,49424,,,,3,1000,11/20/2019 12:02,11/20/2019 12:02,,,,,,11/20/2019 12:05,,,1,11/20/2019,19-Nov,,1,,,,,,1,11/20/2019 12:05,GOOGLE,,,11/20/2019 12:05,11/20/2019 12:04,11/20/2019 12:02,,,250000000,0,-5,,,,,,
2612,1,bioware,2589435157,10/22/2020 3:04,,T6H 5R7,,,,0,1000,,,,,,,,,,,,11/14/2019,19-Nov,,0,,,,11/14/2019 17:41,,0,,7306315,,,11/14/2019 17:35,,11/14/2019 17:35,1995,,250000000,0,-7,,,,,,
3264,1,Bungie,2589394388,10/30/2020 14:52,,98004,,,,0,1000,,,,,,,3,,,,,11/14/2019,19-Nov,,0,5/29/2020 11:53,5/29/2020 11:50,,11/14/2019 17:40,,5,,7306315,,5/29/2020 11:50,11/14/2019 17:35,,11/14/2019 17:35,1991,,250000000,0,-8,,,,,,
715,1,SECU MD,2428952176,11/7/2020 3:31,,21090,,,,0,1000,,,,,,,,,,,,9/20/2019,19-Sep,,0,,,,,,1,,6770959,,,9/20/2019 10:37,,9/20/2019 10:37,1951,,250000000,0,-5,,,,,,
3239,1,"Enjoy Technology, Inc",2368640622,8/20/2020 12:28,,94304,,,,0,1000,,,,,,,,,,,,8/30/2019,19-Aug,,0,,,,,"$80,000,000 ",0,,5822544,,,5/30/2019 11:58,,5/30/2019 11:58,2014,,250000000,0,-8,,,,,,
13,1,Proton Technologies AG,2351524485,5/12/2020 19:43,,,,,,10,1000,11/1/2019 14:30,8/23/2019 11:03,,,,,,8/23/2019 11:05,,,1,8/23/2019,19-Aug,,3,11/1/2019 14:36,,,1/3/2020 17:42,,1,8/23/2019 11:05,www.glassdoor.com/,,,8/23/2019 11:05,11/1/2019 14:36,8/23/2019 11:03,2013,,250000000,0,0,,,,,,
678,1,Taboola,2261620760,10/20/2020 12:56,,10010,,,,0,1000,,,,,,,,,,,,7/30/2019,19-Jul,,0,,,,,"$160,000,000 ",1,,6315850,,,7/30/2019 10:31,,7/30/2019 10:31,2007,,250000000,0,-5,,,,,,
3212,1,BCG Digital Ventures,2144709395,11/22/2020 23:11,,10178,,,,0,1000,,,,,,,,,,,,6/24/2019,19-Jun,,0,,,,,,1,,CRM_UI,,,6/24/2019 13:30,,6/24/2019 13:30,2013,,250000000,0,-8,,,,,,
600,1,Namely,2070769818,10/22/2020 21:05,,10007,,,,0,1000,,,,,,,,,,,,5/31/2019,19-May,,0,,,,,"$158,400,000 ",0,,5830646,,,5/31/2019 9:35,,5/31/2019 9:35,2012,,250000000,0,-5,,,,,,
580,1,MediaRadar,2068838114,8/20/2020 12:28,,10018,,,,0,1000,,,,,,,,,,,,5/30/2019,19-May,,0,,,,,"$6,700,000 ",0,,5822544,,,5/30/2019 11:58,,5/30/2019 11:58,2006,,250000000,0,-5,,,,,,
3138,1,CrowdStrike,2050255143,9/22/2020 13:01,,94086,,,,0,1000,,,,,,,,,,,,5/23/2019,19-May,,0,,,,5/23/2019 8:02,"$156,000,000 ",1,,5767234,,,5/23/2019 7:54,,5/23/2019 7:54,2011,,250000000,0,-8,,,,,,
3135,1,Cumming,2050251870,9/7/2020 21:24,,90014,,,,0,1000,,,,,,,,,,,,5/23/2019,19-May,,0,,,,5/23/2019 8:02,,1,,5767234,,,5/23/2019 7:54,,5/23/2019 7:54,1996,,250000000,0,-8,,,,,,
4150,1,Blue Prism Limited,1928808656,10/20/2020 13:48,,78731,,,,2,1000,5/10/2019 23:42,5/10/2019 23:42,,1,5/14/2019 9:15,,24,5/10/2019 23:43,10/4/2019 8:00,5/13/2019 15:57,2,5/7/2019,19-May,5/14/2019 8:30,1,6/20/2019 22:52,10/4/2019 8:00,,,,2,5/10/2019 23:45,CRM_UI,5/14/2019 8:30,7/23/2019 10:06,5/7/2019 15:44,5/10/2019 23:44,5/7/2019 15:44,2001,,250000000,0,,,,,,,
545,1,Managed by Q,1923790770,10/30/2020 15:29,,10013,,,,0,1000,,,,,,,,,,,,5/7/2019,19-May,,0,,,,,"$72,400,000 ",1,,5632525,,,5/7/2019 11:12,,5/7/2019 11:12,2013,,250000000,0,-5,,,,,,
544,1,Digitas Health,1923790765,8/20/2020 12:28,,19107,,,,0,1000,,,,,,,,,,,,5/7/2019,19-May,,0,,,,,,0,,5632525,,,5/7/2019 11:12,,5/7/2019 11:12,1990,,250000000,0,-5,,,,,,
532,1,Rag & Bone,1923520506,8/20/2020 12:28,,10014,,,,0,1000,,,,,,,,,,,,5/7/2019,19-May,,0,,,,,,0,,5632525,,,5/7/2019 11:12,,5/7/2019 11:12,2002,,250000000,0,-5,,,,,,
1964,1,Q2ebanking,1923509825,10/21/2020 12:01,,78750,,,,0,1000,,,,,,,,,,,,5/7/2019,19-May,,0,,,,,"$41,200,000 ",0,,5632525,,,5/7/2019 11:12,,5/7/2019 11:12,2004,,250000000,0,-6,,,,,,
1962,1,Intouch Solutions,1923507109,8/20/2020 12:28,,66211,,,,1,1000,7/30/2019 8:04,7/30/2019 8:04,,,,,5,7/30/2019 8:05,8/9/2019 8:00,,1,5/7/2019,19-May,,1,7/30/2019 8:05,8/9/2019 8:00,,,,0,7/30/2019 8:05,5632525,7/30/2019 11:45,7/30/2019 11:45,5/7/2019 11:12,7/30/2019 8:04,5/7/2019 11:12,1999,,250000000,0,-6,,,,,,
3071,1,Lithium,1813469794,8/4/2020 21:03,,94104,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,"$201,700,000 ",0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,2001,,250000000,0,-8,,,,,,
3064,1,Nektar Therapeutics,1813469774,5/11/2020 11:31,,94158,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,"$45,000,000 ",0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,1990,,250000000,0,-8,,,,,,
109,1,Les Mills International,1813469764,5/11/2020 12:41,,1011,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,1968,,250000000,0,13,,,,,,
4123,1,Molecular Devices LLC,1813469761,9/30/2020 17:50,,95134,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,1,,8988040,,,4/23/2020 10:53,,4/23/2020 10:53,1983,,250000000,0,,,,,,,
3045,1,XOJET,1813466036,10/14/2020 23:15,,94005,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,"$153,500,000 ",0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,2006,,250000000,0,-8,,,,,,
470,1,CTPartners Executive Search Inc,1813466000,8/5/2020 21:27,,10036,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,2003,,250000000,0,-5,,,,,,
3013,1,Exponential Interactive,1813462400,11/29/2020 2:02,,94608,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,"$1,200,000 ",0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,2001,,250000000,0,-8,,,,,,
451,1,Stanton Chase,1813441064,5/11/2020 12:35,,21202,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,1,,CRM_UI,,,10/25/2019 14:30,,10/25/2019 14:30,1990,,250000000,0,-5,,,,,,
2976,1,Auction.com,1813441020,10/20/2020 4:44,,92618,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,"$141,800,000 ",0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,1990,,250000000,0,-8,,,,,,
1923,1,Aureus Group,1813220958,11/9/2020 15:04,,68154,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,2,,11763254,,,11/9/2020 15:04,,11/9/2020 15:04,1969,,250000000,0,-6,,,,,,
409,1,Radware,1813182694,10/31/2020 8:57,,7430,,,,0,1000,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,1997,,250000000,0,-5,,,,,,
379,1,Radius Global Solutions,1796640443,9/14/2020 11:59,,19002,,,,0,1000,,,,,,,,,,,,4/8/2019,19-Apr,,0,,,,4/8/2019 20:33,,0,,CRM_UI,,,4/8/2019 20:33,,4/8/2019 20:33,2013,,250000000,0,-5,,,,,,
1891,1,Robins Kaplan,1796584225,8/20/2020 12:24,,55402,,,,0,1000,,,,,,,,,,,,4/8/2019,19-Apr,,0,,,,4/8/2019 20:44,,0,,CRM_UI,,,4/8/2019 20:44,,4/8/2019 20:44,1938,,250000000,0,-6,,,,,,
2871,1,Accela,1783664767,10/23/2020 4:10,,94583,,,,0,1000,,,,,,,1,,,,,4/3/2019,19-Apr,,0,,6/5/2020 18:20,,4/3/2019 12:46,"$442,300,000 ",1,,CRM_UI,,6/5/2020 18:20,6/5/2020 18:19,,6/5/2020 18:19,1999,,250000000,0,-8,,,,,,
2869,1,KeepTruckin,1778944384,10/31/2020 2:44,,94105,,,,0,1000,,,,1,5/15/2019 9:24,,12,,8/26/2019 8:00,4/29/2019 17:34,,4/2/2019,19-Apr,,0,5/21/2019 0:09,7/24/2020 14:15,,,"$28,300,000 ",4,,CRM_UI,,6/20/2019 16:44,4/2/2019 11:04,,4/2/2019 11:04,2013,,250000000,1,-8,,,,,,
360,1,iCIMS,1776264242,11/9/2020 7:43,,7733,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,"$96,600,000 ",1,,5357715,,,4/1/2019 13:29,,4/1/2019 13:29,1999,,250000000,0,-5,,,,,,
135,1,Aspiring Minds,1776252789,5/11/2020 12:38,,122016,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,1,,5357715,,,4/1/2019 13:29,,4/1/2019 13:29,2008,,250000000,0,5.5,,,,,,
344,1,Infinisource,1776252787,10/5/2020 19:59,,28277,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,0,,5357715,,,4/1/2019 13:29,,4/1/2019 13:29,1986,,250000000,0,-5,,,,,,
338,1,National Rural Electric Cooperative Association,1776122827,7/4/2020 21:29,,22203,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,0,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1942,,250000000,0,-5,,,,,,
320,1,Zwicker & Associates,1776091998,10/17/2020 6:08,,1810,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,1,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1991,,250000000,0,-5,,,,,,
311,1,KEARNEY & COMPANY,1776075822,11/2/2020 0:05,,22314,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,1,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1985,,250000000,0,-5,,,,,,
1854,1,Pictsweet,1776072866,11/27/2020 1:22,,38006,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,1,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1945,,250000000,0,-6,,,,,,
1839,1,Hydro-Gear,1775736436,5/11/2020 10:07,,61951,,,,0,1000,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,1/9/2020 13:43,,2,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1991,,250000000,0,-6,,,,,,
2835,1,PagerDuty,1766123200,10/30/2020 10:09,,94103,,,,0,1000,,,,,4/4/2019 16:47,,5,,,,0,3/26/2019,19-Mar,,0,4/1/2019 17:29,5/9/2019 18:03,,,"$173,600,000 ",2,,5319217,,5/9/2019 18:03,3/26/2019 22:13,,3/26/2019 22:13,2010,,250000000,0,-8,,,,,,
1830,1,Sprout Social,1766118858,10/31/2020 10:44,,60603,,,,1,1000,11/1/2019 15:15,11/1/2019 15:15,,,,,,,,,0,3/26/2019,19-Mar,,1,11/1/2019 15:15,,,,"$61,000,000 ",1,,5319217,,,3/26/2019 22:13,11/1/2019 15:15,3/26/2019 22:13,2010,,250000000,0,-6,,,,,,
242,1,General Assembly Limited,1755540948,10/23/2020 3:09,,10010,,,,0,1000,,,,,,,,,,,0,3/21/2019,19-Mar,,0,,,,,"$119,500,000 ",1,,52073,,,3/21/2019 12:14,,3/21/2019 12:14,2011,,250000000,0,-5,,,,,,
235,1,DATA Inc,1749396826,10/19/2020 8:08,,7645,,,,0,1000,,,,,,,,,,,0,3/19/2019,19-Mar,,0,,,,,,0,,52073,,,3/19/2019 17:09,,3/19/2019 17:09,1983,,250000000,0,-5,,,,,,
2809,1,Prosper Marketplace,1737432596,11/26/2020 1:12,,94105,,,,0,1000,,,,,,,0,,,,0,3/13/2019,19-Mar,,0,6/22/2020 12:43,6/22/2020 12:46,,6/22/2020 12:32,"$353,700,000 ",2,,5220410,,,3/13/2019 14:36,,3/13/2019 14:36,2005,,250000000,0,-8,,,,,,
2765,1,Machine Zone,1737422200,10/10/2020 4:50,,94303,,,,0,1000,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,4/2/2020 16:32,"$263,300,000 ",2,,5220343,,,3/13/2019 14:29,,3/13/2019 14:29,2008,,250000000,0,-8,,,,,,
2755,1,"View, Inc.",1737381167,11/17/2020 11:10,,95035,,,,0,1000,,,,,,,4,,,,0,3/13/2019,19-Mar,,0,6/8/2020 11:56,6/8/2020 13:57,,2/11/2020 15:02,"$715,500,000 ",0,,5220343,,6/8/2020 13:57,3/13/2019 14:29,,3/13/2019 14:29,2006,,250000000,0,-8,,,,,,
207,1,Rockport,1737370330,11/22/2020 9:15,,2465,,,,0,1000,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,4/3/2019 13:31,,1,,5220410,,,3/13/2019 14:36,,3/13/2019 14:36,1971,,250000000,0,-5,,,,,,
94,1,BAI Communications,1737369664,11/1/2020 8:36,,2067,,,,0,1000,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,,,1,,5220343,,,3/13/2019 14:29,,3/13/2019 14:29,1999,,250000000,0,11,,,,,,
2735,1,"Automation Anywhere, Inc.",1737369662,10/28/2020 8:23,,95134,,,,0,1000,,,,,,,5,,,,0,3/13/2019,19-Mar,,0,1/29/2020 19:45,6/5/2020 17:56,,1/28/2020 16:22,,2,,5220343,,6/5/2020 17:56,3/13/2019 14:29,,3/13/2019 14:29,2003,,250000000,0,-8,,,,,,
192,1,GAP Solutions,1291823920,8/20/2020 12:28,,20170,,,,0,1000,,,,,2/14/2019 9:00,,5,,,,0,2/13/2019,19-Feb,,0,,2/20/2019 8:46,,,,0,,CRM_UI,2/14/2019 9:00,2/20/2019 8:46,2/13/2019 14:36,,2/13/2019 14:36,1999,,250000000,0,-5,,,,,,
